,correct,QuestionLink,category,optA,optB,optC,optD,sectionType,usedFor,lang,source
1,c,https://i.imgur.com/sJLJv1z.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
2,a,https://i.imgur.com/2kE0vQF.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
3,a,https://i.imgur.com/qsLpkmv.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
4,a,https://i.imgur.com/smqWJfW.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
5,b,https://i.imgur.com/DBNJoNz.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
6,b,https://i.imgur.com/ViRfWaj.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
7,b,https://i.imgur.com/mkowTpi.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
8,a,https://i.imgur.com/0a02xAf.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
10,c,https://i.imgur.com/zg9IxGC.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
11,d,https://i.imgur.com/3qGUHCg.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
12,b,https://i.imgur.com/MnSaDoW.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
14,d,https://i.imgur.com/1fpKdh7.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
15,a,https://i.imgur.com/AxJGLgB.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
16,b,https://i.imgur.com/hzn8vya.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
17,a,https://i.imgur.com/uPWCYxJ.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
18,b,https://i.imgur.com/rTYYtt0.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
19,c,https://i.imgur.com/zzYAMBT.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
20,c,https://i.imgur.com/dQiPnzs.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
21,c,https://i.imgur.com/zOqWLWq.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
23,d,https://i.imgur.com/iK1kO2L.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
24,c,https://i.imgur.com/11Ghv3R.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
25,c,https://i.imgur.com/BEBecmO.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
26,b,https://i.imgur.com/rQKuIAD.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
27,a,https://i.imgur.com/SPYVyDC.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
28,d,https://i.imgur.com/o2gOeM3.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
29,c,https://i.imgur.com/Lwy4YGa.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
30,c,https://i.imgur.com/JXxWsWW.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
31,d,https://i.imgur.com/aUa2Sor.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
32,c,https://i.imgur.com/C8v6iuM.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
33,a,https://i.imgur.com/1IVNXws.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
34,c,https://i.imgur.com/KqncTeU.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
35,b,https://i.imgur.com/p9nC67D.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
36,d,https://i.imgur.com/c4FcQNH.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
37,c,https://i.imgur.com/Xs22W2W.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
38,b,https://i.imgur.com/vBJTncL.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
39,a,https://i.imgur.com/VgBI2Cy.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
40,c,https://i.imgur.com/ACIJ4PU.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
41,d,https://i.imgur.com/81PYYTg.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
43,d,https://i.imgur.com/AaJbZc9.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
44,b,https://i.imgur.com/XLSVWqU.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
45,b,https://i.imgur.com/r6SVkWw.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
46,a,https://i.imgur.com/E10chsa.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
47,d,https://i.imgur.com/JeYK4GJ.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
48,b,https://i.imgur.com/3e35GbT.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
49,c,https://i.imgur.com/OrPFvWA.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
50,c,https://i.imgur.com/CeUvKc7.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
52,b,https://i.imgur.com/Ul61mGZ.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
53,d,https://i.imgur.com/9pTLNzv.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
54,d,https://i.imgur.com/WMEvon2.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
55,a,https://i.imgur.com/WoC31Y1.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
56,d,https://i.imgur.com/laWAtYF.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
57,a,https://i.imgur.com/uUQ6w8K.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
58,c,https://i.imgur.com/3LORPwX.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
59,d,https://i.imgur.com/8piNGkP.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
60,b,https://i.imgur.com/O1l1b8S.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
61,a,https://i.imgur.com/MxUZFrq.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
62,b,https://i.imgur.com/0a5mioC.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
63,d,https://i.imgur.com/77XJ8O5.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
64,c,https://i.imgur.com/HNs5iWV.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
65,b,https://i.imgur.com/kkkxM59.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
66,b,https://i.imgur.com/dmbV7xl.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
67,d,https://i.imgur.com/qiMTyzb.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
68,a,https://i.imgur.com/gAB447j.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
70,c,https://i.imgur.com/JwdTSC5.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
71,b,https://i.imgur.com/azVuYiP.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
73,b,https://i.imgur.com/p1mxe6o.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
74,d,https://i.imgur.com/oOIAp29.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
75,d,https://i.imgur.com/KCPuy6z.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
76,d,https://i.imgur.com/fHvsYLL.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
77,c,https://i.imgur.com/PPzpiQr.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
78,d,https://i.imgur.com/olahqEA.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
79,b,https://i.imgur.com/tq3lKrM.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
81,d,https://i.imgur.com/6BoRjgs.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
82,a,https://i.imgur.com/Na2WtkP.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
83,a,https://i.imgur.com/rrPfJjI.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
84,a,https://i.imgur.com/O9lLEUN.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
85,c,https://i.imgur.com/vDsjSZj.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
87,a,https://i.imgur.com/11ktcFN.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
88,b,https://i.imgur.com/6TcpA08.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
89,a,https://i.imgur.com/QqmzpqS.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
91,c,https://i.imgur.com/OVc7Hm0.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
92,a,https://i.imgur.com/X9vRXaS.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
93,c,https://i.imgur.com/DYVzs9j.png,4.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
